Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Scott Burrell,8:00,2,3,.667,0,1,.000,1,2,.500,0,0,0,0,1,0,0,3,5,,away,/boxscores/200104150DET.html
Hersey Hawkins,3:00,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,0,0,,away,/boxscores/200104150DET.html
Team Totals,240,38,78,.487,3,10,.300,20,28,.714,11,38,49,24,4,4,17,22,99,,away,/boxscores/200104150DET.html
Jerry Stackhouse,40:00,10,26,.385,2,5,.400,12,12,1.000,3,2,5,6,1,0,4,3,34,,home,/boxscores/200104150DET.html
Corliss Williamson,38:00,8,15,.533,0,0,,2,4,.500,2,3,5,3,2,0,0,5,18,,home,/boxscores/200104150DET.html
Chucky Atkins,37:00,4,11,.364,0,5,.000,0,0,,1,0,1,7,2,0,2,3,8,,home,/boxscores/200104150DET.html
Ben Wallace,36:00,2,7,.286,0,1,.000,1,2,.500,3,10,13,1,4,2,2,1,5,,home,/boxscores/200104150DET.html
Joe Smith,34:00,4,15,.267,0,0,,3,4,.750,5,5,10,2,0,1,1,2,11,,home,/boxscores/200104150DET.html
Mikki Moore,18:00,2,3,.667,0,0,,0,2,.000,0,4,4,0,0,1,0,3,4,,home,/boxscores/200104150DET.html
Mateen Cleaves,10:00,1,5,.200,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,3,,home,/boxscores/200104150DET.html
Jud Buechler,8:00,2,5,.400,1,3,.333,0,0,,1,1,2,0,0,0,0,0,5,,home,/boxscores/200104150DET.html
Brian Cardinal,7:00,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,3,0,,home,/boxscores/200104150DET.html
Kornel David,6:00,1,2,.500,0,0,,0,0,,2,1,3,0,0,0,0,2,2,,home,/boxscores/200104150DET.html
Dana Barros,6:00,0,4,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,,home,/boxscores/200104150DET.html
Team Totals,240,34,95,.358,4,17,.235,18,24,.750,17,27,44,20,9,4,10,22,90,,home,/boxscores/200104150DET.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Dion Glover,30:00,7,14,.500,0,1,.000,2,4,.500,2,5,7,5,2,0,2,2,16,,away,/boxscores/200104160CHH.html
Nazr Mohammed,26:00,1,8,.125,0,0,,0,0,,2,5,7,2,1,0,4,3,2,,away,/boxscores/200104160CHH.html
Lorenzen Wright,24:00,4,10,.400,0,0,,1,4,.250,3,2,5,1,1,1,1,2,9,,away,/boxscores/200104160CHH.html
Jason Terry,24:00,2,10,.200,1,3,.333,0,0,,0,2,2,3,1,0,2,2,5,,away,/boxscores/200104160CHH.html
Brevin Knight,22:00,3,8,.375,0,0,,2,2,1.000,0,2,2,4,1,0,0,2,8,,away,/boxscores/200104160CHH.html
Matt Maloney,32:00,5,8,.625,2,4,.500,0,0,,0,2,2,5,0,0,1,2,12,,away,/boxscores/200104160CHH.html
DerMarr Johnson,31:00,3,8,.375,1,3,.333,2,2,1.000,3,0,3,0,1,0,4,3,9,,away,/boxscores/200104160CHH.html
Cal Bowdler,18:00,2,6,.333,0,1,.000,2,2,1.000,1,3,4,0,2,0,2,3,6,,away,/boxscores/200104160CHH.html
Hanno Mottola,17:00,4,7,.571,0,0,,0,0,,0,3,3,1,0,1,0,2,8,,away,/boxscores/200104160CHH.html
Alan Henderson,16:00,3,6,.500,0,0,,2,2,1.000,0,2,2,1,1,0,1,0,8,,away,/boxscores/200104160CHH.html
Team Totals,240,34,85,.400,4,12,.333,11,16,.688,11,26,37,22,10,2,17,21,83,,away,/boxscores/200104160CHH.html
Baron Davis,36:00,7,10,.700,1,2,.500,3,6,.500,2,4,6,12,2,1,2,1,18,,home,/boxscores/200104160CHH.html
Jamal Mashburn,33:00,11,20,.550,1,3,.333,8,9,.889,2,6,8,9,2,0,1,1,31,,home,/boxscores/200104160CHH.html
David Wesley,27:00,3,12,.250,0,0,,0,0,,0,0,0,4,2,1,3,3,6,,home,/boxscores/200104160CHH.html
P.J. Brown,27:00,2,5,.400,0,0,,0,2,.000,1,6,7,1,0,1,2,2,4,,home,/boxscores/200104160CHH.html
Elden Campbell,19:00,5,7,.714,0,0,,2,2,1.000,2,2,4,2,0,1,1,2,12,,home,/boxscores/200104160CHH.html
Eddie Robinson,27:00,4,8,.500,0,0,,2,2,1.000,2,8,10,1,1,1,2,1,10,,home,/boxscores/200104160CHH.html
Jamaal Magloire,26:00,1,3,.333,0,0,,3,6,.500,1,5,6,0,0,6,3,4,5,,home,/boxscores/200104160CHH.html
Derrick Coleman,17:00,3,6,.500,1,3,.333,1,1,1.000,2,8,10,1,1,2,1,0,8,,home,/boxscores/200104160CHH.html
Scott Burrell,9:00,2,4,.500,0,1,.000,0,2,.000,0,0,0,0,2,0,0,1,4,,home,/boxscores/200104160CHH.html
Hersey Hawkins,8:00,1,4,.250,0,1,.000,0,0,,2,0,2,2,2,0,1,0,2,,home,/boxscores/200104160CHH.html
Otis Thorpe,7:00,2,3,.667,0,0,,0,0,,0,0,0,1,0,0,0,1,4,,home,/boxscores/200104160CHH.html
Eldridge Recasner,4:00,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,0,2,,home,/boxscores/200104160CHH.html
Team Totals,240,42,84,.500,3,10,.300,19,30,.633,14,39,53,34,12,13,16,16,106,,home,/boxscores/200104160CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Jamal Mashburn,36:00,7,21,.333,1,2,.500,6,7,.857,2,8,10,5,0,0,4,4,21,,away,/boxscores/200104180BOS.html
David Wesley,36:00,3,11,.273,1,1,1.000,3,3,1.000,0,0,0,1,0,0,1,0,10,,away,/boxscores/200104180BOS.html
Baron Davis,34:00,3,9,.333,1,2,.500,0,0,,1,1,2,8,3,0,3,5,7,,away,/boxscores/200104180BOS.html
P.J. Brown,31:00,6,7,.857,0,0,,3,3,1.000,6,5,11,0,1,0,0,2,15,,away,/boxscores/200104180BOS.html
Elden Campbell,26:00,5,12,.417,0,0,,0,0,,2,4,6,0,0,3,0,4,10,,away,/boxscores/200104180BOS.html
Hersey Hawkins,26:00,4,7,.571,1,2,.500,6,6,1.000,0,4,4,1,2,1,2,2,15,,away,/boxscores/200104180BOS.html
Derrick Coleman,19:00,2,5,.400,0,1,.000,0,0,,0,5,5,3,0,0,1,0,4,,away,/boxscores/200104180BOS.html
Jamaal Magloire,16:00,2,6,.333,0,0,,6,10,.600,4,5,9,0,2,1,3,1,10,,away,/boxscores/200104180BOS.html
Scott Burrell,12:00,1,3,.333,1,2,.500,0,0,,0,2,2,1,0,0,0,2,3,,away,/boxscores/200104180BOS.html
Otis Thorpe,4:00,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,0,2,,away,/boxscores/200104180BOS.html
Team Totals,240,34,84,.405,5,10,.500,24,29,.828,16,34,50,19,8,5,14,20,97,,away,/boxscores/200104180BOS.html
Antoine Walker,43:00,11,28,.393,3,12,.250,7,8,.875,3,6,9,5,1,0,4,2,32,,home,/boxscores/200104180BOS.html
Eric Williams,43:00,2,7,.286,0,3,.000,3,4,.750,0,4,4,2,1,0,1,2,7,,home,/boxscores/200104180BOS.html
Paul Pierce,35:00,9,18,.500,3,7,.429,4,4,1.000,1,6,7,2,2,3,1,5,25,,home,/boxscores/200104180BOS.html
Mark Blount,25:00,1,3,.333,0,0,,2,4,.500,5,6,11,2,0,2,2,2,4,,home,/boxscores/200104180BOS.html
Walter McCarty,17:00,0,4,.000,0,2,.000,0,0,,0,2,2,0,1,0,0,1,0,,home,/boxscores/200104180BOS.html
Milt Palacio,26:00,4,5,.800,1,1,1.000,5,5,1.000,1,1,2,2,2,0,1,3,14,,home,/boxscores/200104180BOS.html
Vitaly Potapenko,23:00,1,7,.143,0,0,,0,0,,1,2,3,1,0,0,3,5,2,,home,/boxscores/200104180BOS.html
Chris Herren,14:00,2,4,.500,2,4,.500,0,0,,0,0,0,2,1,0,1,0,6,,home,/boxscores/200104180BOS.html
Adrian Griffin,10:00,1,4,.250,0,1,.000,0,0,,0,2,2,1,0,1,0,2,2,,home,/boxscores/200104180BOS.html
Tony Battie,4:00,0,0,,0,0,,0,0,,0,2,2,1,2,0,0,0,0,,home,/boxscores/200104180BOS.html
Team Totals,240,31,80,.388,9,30,.300,21,25,.840,11,31,42,18,10,6,13,22,92,,home,/boxscores/200104180BOS.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Jamal Mashburn,37:00,9,22,.409,1,1,1.000,9,9,1.000,0,3,3,5,3,0,1,3,28,,away,/boxscores/200104210MIA.html
Baron Davis,35:00,8,10,.800,2,3,.667,5,6,.833,1,4,5,8,4,0,6,4,23,,away,/boxscores/200104210MIA.html
P.J. Brown,34:00,1,4,.250,0,0,,0,0,,1,6,7,1,3,1,2,4,2,,away,/boxscores/200104210MIA.html
David Wesley,30:00,7,11,.636,3,4,.750,0,0,,1,3,4,1,3,0,2,1,17,,away,/boxscores/200104210MIA.html
Elden Campbell,24:00,2,5,.400,0,0,,4,4,1.000,2,3,5,2,0,1,2,4,8,,away,/boxscores/200104210MIA.html
Hersey Hawkins,19:00,1,3,.333,1,3,.333,2,4,.500,1,2,3,0,0,0,0,2,5,,away,/boxscores/200104210MIA.html
Eddie Robinson,18:00,7,9,.778,0,0,,0,0,,3,3,6,1,1,0,0,1,14,,away,/boxscores/200104210MIA.html
Derrick Coleman,16:00,0,6,.000,0,3,.000,2,2,1.000,0,1,1,1,2,0,1,4,2,,away,/boxscores/200104210MIA.html
Jamaal Magloire,15:00,1,4,.250,0,0,,0,0,,0,3,3,0,0,2,0,2,2,,away,/boxscores/200104210MIA.html
Eldridge Recasner,4:00,0,0,,0,0,,3,4,.750,0,1,1,2,0,0,1,0,3,,away,/boxscores/200104210MIA.html
Scott Burrell,4:00,1,2,.500,0,1,.000,0,0,,0,1,1,0,1,0,0,0,2,,away,/boxscores/200104210MIA.html
Otis Thorpe,4:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,away,/boxscores/200104210MIA.html
Team Totals,240,37,77,.481,7,15,.467,25,29,.862,9,30,39,21,17,4,15,25,106,,away,/boxscores/200104210MIA.html
Eddie Jones,34:00,6,13,.462,1,5,.200,1,2,.500,1,4,5,1,2,1,3,2,14,,home,/boxscores/200104210MIA.html
Anthony Mason,34:00,1,4,.250,0,1,.000,2,2,1.000,0,2,2,1,0,0,3,1,4,,home,/boxscores/200104210MIA.html
Alonzo Mourning,27:00,5,8,.625,0,0,,4,6,.667,0,3,3,0,0,1,3,2,14,,home,/boxscores/200104210MIA.html
Bruce Bowen,22:00,3,8,.375,1,5,.200,0,0,,1,0,1,1,2,2,0,5,7,,home,/boxscores/200104210MIA.html
Tim Hardaway,17:00,1,6,.167,1,2,.500,0,0,,1,0,1,5,0,0,4,1,3,,home,/boxscores/200104210MIA.html
Brian Grant,31:00,3,6,.500,0,0,,4,6,.667,2,8,10,1,0,2,2,5,10,,home,/boxscores/200104210MIA.html
Anthony Carter,26:00,2,3,.667,0,0,,0,0,,0,1,1,4,0,1,5,4,4,,home,/boxscores/200104210MIA.html
Eddie House,19:00,6,13,.462,1,3,.333,3,3,1.000,0,3,3,2,1,0,3,2,16,,home,/boxscores/200104210MIA.html
Dan Majerle,15:00,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,0,0,1,3,,home,/boxscores/200104210MIA.html
A.C. Green,6:00,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,2,2,,home,/boxscores/200104210MIA.html
Duane Causwell,5:00,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,1,0,,home,/boxscores/200104210MIA.html
Cedric Ceballos,4:00,1,3,.333,0,0,,1,2,.500,1,0,1,0,0,0,0,0,3,,home,/boxscores/200104210MIA.html
Team Totals,240,30,68,.441,5,18,.278,15,21,.714,6,27,33,17,6,7,23,26,80,,home,/boxscores/200104210MIA.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Jamal Mashburn,38:00,8,14,.571,0,0,,6,6,1.000,2,4,6,1,1,0,5,1,22,,away,/boxscores/200104230MIA.html
P.J. Brown,37:00,3,6,.500,0,0,,3,3,1.000,3,5,8,1,1,0,3,3,9,,away,/boxscores/200104230MIA.html
David Wesley,32:00,5,8,.625,3,4,.750,5,6,.833,0,3,3,3,1,1,0,2,18,,away,/boxscores/200104230MIA.html
Baron Davis,32:00,5,15,.333,2,4,.500,5,5,1.000,2,5,7,4,2,0,1,1,17,,away,/boxscores/200104230MIA.html
Elden Campbell,22:00,1,7,.143,0,0,,4,6,.667,1,4,5,0,1,0,2,4,6,,away,/boxscores/200104230MIA.html
Derrick Coleman,23:00,3,8,.375,1,2,.500,1,1,1.000,1,5,6,2,1,0,0,1,8,,away,/boxscores/200104230MIA.html
Eddie Robinson,20:00,4,6,.667,0,0,,0,0,,3,2,5,2,0,0,2,0,8,,away,/boxscores/200104230MIA.html
Hersey Hawkins,12:00,2,4,.500,0,0,,3,3,1.000,0,2,2,2,3,0,0,2,7,,away,/boxscores/200104230MIA.html
Scott Burrell,8:00,1,1,1.000,0,0,,1,2,.500,0,2,2,1,1,0,0,0,3,,away,/boxscores/200104230MIA.html
Jamaal Magloire,7:00,1,1,1.000,0,0,,2,8,.250,2,0,2,0,0,0,0,2,4,,away,/boxscores/200104230MIA.html
Eldridge Recasner,5:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,away,/boxscores/200104230MIA.html
Otis Thorpe,4:00,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,1,1,0,,away,/boxscores/200104230MIA.html
Team Totals,240,33,73,.452,6,10,.600,30,40,.750,15,32,47,16,11,1,14,17,102,,away,/boxscores/200104230MIA.html
Anthony Mason,35:00,3,6,.500,0,0,,2,2,1.000,1,3,4,1,0,0,2,3,8,,home,/boxscores/200104230MIA.html
Eddie Jones,34:00,7,17,.412,4,8,.500,3,3,1.000,0,6,6,2,0,0,3,4,21,,home,/boxscores/200104230MIA.html
Alonzo Mourning,26:00,4,9,.444,0,0,,1,1,1.000,1,3,4,1,0,1,0,3,9,,home,/boxscores/200104230MIA.html
Tim Hardaway,19:00,1,3,.333,0,1,.000,0,0,,0,1,1,4,0,0,4,3,2,,home,/boxscores/200104230MIA.html
Bruce Bowen,17:00,2,7,.286,1,3,.333,0,0,,0,0,0,1,0,0,2,2,5,,home,/boxscores/200104230MIA.html
Dan Majerle,28:00,2,9,.222,1,8,.125,0,0,,1,4,5,2,2,0,0,3,5,,home,/boxscores/200104230MIA.html
Brian Grant,27:00,2,4,.500,0,0,,1,2,.500,2,4,6,0,0,3,3,1,5,,home,/boxscores/200104230MIA.html
Anthony Carter,26:00,5,10,.500,0,1,.000,0,0,,0,2,2,2,2,0,0,2,10,,home,/boxscores/200104230MIA.html
Eddie House,14:00,4,9,.444,0,1,.000,1,2,.500,0,0,0,1,1,1,0,2,9,,home,/boxscores/200104230MIA.html
Cedric Ceballos,7:00,1,3,.333,0,0,,0,0,,2,2,4,1,0,0,1,2,2,,home,/boxscores/200104230MIA.html
A.C. Green,7:00,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,2,0,,home,/boxscores/200104230MIA.html
Team Totals,240,31,77,.403,6,22,.273,8,10,.800,8,25,33,16,5,5,16,27,76,,home,/boxscores/200104230MIA.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Eddie Jones,40:00,9,14,.643,2,3,.667,2,2,1.000,1,6,7,4,1,0,1,3,22,,away,/boxscores/200104270CHH.html
Alonzo Mourning,38:00,3,8,.375,0,0,,6,12,.500,2,7,9,2,0,3,2,4,12,,away,/boxscores/200104270CHH.html
Anthony Mason,29:00,1,3,.333,0,0,,2,2,1.000,0,3,3,2,1,0,2,2,4,,away,/boxscores/200104270CHH.html
Bruce Bowen,19:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,,away,/boxscores/200104270CHH.html
Anthony Carter,17:00,2,6,.333,0,0,,0,0,,0,3,3,5,0,0,5,3,4,,away,/boxscores/200104270CHH.html
Eddie House,31:00,6,18,.333,1,3,.333,0,0,,1,1,2,2,1,0,2,3,13,,away,/boxscores/200104270CHH.html
Dan Majerle,28:00,2,5,.400,2,4,.500,2,4,.500,2,2,4,2,0,0,2,3,8,,away,/boxscores/200104270CHH.html
Brian Grant,26:00,5,14,.357,0,0,,5,6,.833,2,6,8,0,0,0,1,3,15,,away,/boxscores/200104270CHH.html
A.C. Green,8:00,0,2,.000,0,0,,1,1,1.000,0,1,1,0,1,0,0,0,1,,away,/boxscores/200104270CHH.html
Cedric Ceballos,4:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,,away,/boxscores/200104270CHH.html
Team Totals,240,28,72,.389,5,10,.500,18,27,.667,8,31,39,17,4,3,15,23,79,,away,/boxscores/200104270CHH.html
Jamal Mashburn,44:00,5,14,.357,1,2,.500,10,10,1.000,2,7,9,8,0,0,1,2,21,,home,/boxscores/200104270CHH.html
Baron Davis,43:00,9,15,.600,0,3,.000,3,4,.750,1,1,2,3,3,0,3,1,21,,home,/boxscores/200104270CHH.html
P.J. Brown,39:00,3,7,.429,0,0,,7,10,.700,5,7,12,1,1,3,2,1,13,,home,/boxscores/200104270CHH.html
David Wesley,33:00,6,14,.429,1,2,.500,2,3,.667,1,1,2,2,4,0,0,1,15,,home,/boxscores/200104270CHH.html
Elden Campbell,17:00,2,5,.400,0,0,,1,2,.500,0,3,3,0,0,1,1,6,5,,home,/boxscores/200104270CHH.html
Eddie Robinson,25:00,6,9,.667,0,0,,2,2,1.000,0,3,3,2,1,1,0,2,14,,home,/boxscores/200104270CHH.html
Derrick Coleman,23:00,2,8,.250,0,2,.000,1,2,.500,3,6,9,1,0,1,2,4,5,,home,/boxscores/200104270CHH.html
Hersey Hawkins,9:00,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,0,0,0,,home,/boxscores/200104270CHH.html
Jamaal Magloire,7:00,0,0,,0,0,,0,0,,0,2,2,0,0,1,1,2,0,,home,/boxscores/200104270CHH.html
Team Totals,240,33,73,.452,2,10,.200,26,33,.788,12,33,45,18,9,7,10,19,94,,home,/boxscores/200104270CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Jamal Mashburn,44:00,8,22,.364,0,3,.000,7,9,.778,1,5,6,5,1,0,2,3,23,,away,/boxscores/200105060MIL.html
Baron Davis,40:00,5,12,.417,1,6,.167,7,9,.778,0,2,2,7,4,3,3,3,18,,away,/boxscores/200105060MIL.html
P.J. Brown,39:00,3,6,.500,0,0,,1,2,.500,4,7,11,0,0,0,0,4,7,,away,/boxscores/200105060MIL.html
David Wesley,38:00,6,12,.500,0,2,.000,2,3,.667,0,4,4,4,1,0,1,4,14,,away,/boxscores/200105060MIL.html
Elden Campbell,35:00,6,16,.375,0,0,,5,6,.833,3,10,13,0,2,2,1,2,17,,away,/boxscores/200105060MIL.html
Eddie Robinson,22:00,1,5,.200,0,0,,2,2,1.000,1,2,3,1,1,1,1,2,4,,away,/boxscores/200105060MIL.html
Derrick Coleman,10:00,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,0,2,2,5,,away,/boxscores/200105060MIL.html
Jamaal Magloire,8:00,2,2,1.000,0,0,,0,0,,2,1,3,1,0,0,0,2,4,,away,/boxscores/200105060MIL.html
Hersey Hawkins,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,,away,/boxscores/200105060MIL.html
Team Totals,240,33,78,.423,2,12,.167,24,31,.774,11,32,43,18,9,6,10,22,92,,away,/boxscores/200105060MIL.html
Ray Allen,42:00,9,22,.409,3,7,.429,5,6,.833,0,2,2,6,2,0,2,5,26,,home,/boxscores/200105060MIL.html
Sam Cassell,36:00,8,16,.500,3,6,.500,1,1,1.000,1,1,2,4,0,0,2,4,20,,home,/boxscores/200105060MIL.html
Glenn Robinson,34:00,5,14,.357,1,3,.333,4,4,1.000,0,5,5,11,1,0,2,4,15,,home,/boxscores/200105060MIL.html
Scott Williams,21:00,4,8,.500,0,0,,0,0,,1,6,7,0,1,2,0,3,8,,home,/boxscores/200105060MIL.html
Darvin Ham,18:00,1,3,.333,0,0,,0,0,,2,1,3,2,1,3,0,2,2,,home,/boxscores/200105060MIL.html
Tim Thomas,27:00,4,8,.500,1,2,.500,1,1,1.000,0,3,3,2,0,0,1,2,10,,home,/boxscores/200105060MIL.html
Ervin Johnson,22:00,2,3,.667,0,0,,0,0,,3,9,12,3,1,2,2,1,4,,home,/boxscores/200105060MIL.html
Jason Caffey,21:00,2,2,1.000,0,0,,1,2,.500,1,5,6,2,0,0,0,1,5,,home,/boxscores/200105060MIL.html
Lindsey Hunter,19:00,5,10,.500,2,5,.400,2,5,.400,0,1,1,1,2,0,1,1,14,,home,/boxscores/200105060MIL.html
Team Totals,240,40,86,.465,10,23,.435,14,19,.737,8,33,41,31,8,7,10,23,104,,home,/boxscores/200105060MIL.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Jamal Mashburn,43:00,8,19,.421,0,2,.000,3,7,.429,3,4,7,4,2,0,4,3,19,,away,/boxscores/200105080MIL.html
Baron Davis,42:00,0,4,.000,0,2,.000,4,4,1.000,0,2,2,6,0,0,2,5,4,,away,/boxscores/200105080MIL.html
David Wesley,40:00,9,17,.529,0,2,.000,2,2,1.000,0,1,1,7,1,0,3,4,20,,away,/boxscores/200105080MIL.html
P.J. Brown,38:00,8,13,.615,0,0,,3,4,.750,6,5,11,1,2,2,1,3,19,,away,/boxscores/200105080MIL.html
Elden Campbell,32:00,4,11,.364,0,0,,5,5,1.000,2,6,8,0,0,1,0,2,13,,away,/boxscores/200105080MIL.html
Eddie Robinson,17:00,2,4,.500,0,0,,0,0,,1,2,3,1,0,0,1,1,4,,away,/boxscores/200105080MIL.html
Derrick Coleman,16:00,2,9,.222,0,0,,3,4,.750,5,4,9,2,1,1,0,1,7,,away,/boxscores/200105080MIL.html
Hersey Hawkins,5:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,,away,/boxscores/200105080MIL.html
Jamaal Magloire,4:00,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,0,0,4,,away,/boxscores/200105080MIL.html
Otis Thorpe,3:00,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,,away,/boxscores/200105080MIL.html
Team Totals,240,35,80,.438,0,6,.000,20,26,.769,18,24,42,22,6,4,11,19,90,,away,/boxscores/200105080MIL.html
Ray Allen,46:00,10,18,.556,4,7,.571,4,5,.800,1,2,3,9,1,0,5,1,28,,home,/boxscores/200105080MIL.html
Sam Cassell,36:00,4,16,.250,0,1,.000,0,0,,0,4,4,5,2,0,1,4,8,,home,/boxscores/200105080MIL.html
Glenn Robinson,35:00,6,15,.400,1,1,1.000,6,6,1.000,2,2,4,2,0,3,1,1,19,,home,/boxscores/200105080MIL.html
Scott Williams,22:00,4,6,.667,0,0,,0,2,.000,3,6,9,0,0,3,1,3,8,,home,/boxscores/200105080MIL.html
Darvin Ham,19:00,2,3,.667,0,0,,2,2,1.000,3,1,4,2,1,0,2,3,6,,home,/boxscores/200105080MIL.html
Ervin Johnson,28:00,1,4,.250,0,0,,0,0,,6,6,12,0,1,3,1,2,2,,home,/boxscores/200105080MIL.html
Tim Thomas,21:00,4,7,.571,2,3,.667,2,2,1.000,1,2,3,1,1,0,1,6,12,,home,/boxscores/200105080MIL.html
Jason Caffey,19:00,3,7,.429,0,0,,0,2,.000,1,2,3,1,0,0,0,2,6,,home,/boxscores/200105080MIL.html
Lindsey Hunter,14:00,1,7,.143,0,2,.000,0,0,,1,1,2,1,1,0,0,1,2,,home,/boxscores/200105080MIL.html
Team Totals,240,35,83,.422,7,14,.500,14,19,.737,18,26,44,21,7,9,12,23,91,,home,/boxscores/200105080MIL.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Ray Allen,42:00,7,18,.389,4,8,.500,2,2,1.000,1,1,2,7,0,0,2,3,20,,away,/boxscores/200105100CHH.html
Glenn Robinson,39:00,10,22,.455,1,5,.200,2,2,1.000,1,7,8,5,2,1,1,1,23,,away,/boxscores/200105100CHH.html
Sam Cassell,38:00,5,13,.385,2,2,1.000,0,0,,0,1,1,9,1,0,1,4,12,,away,/boxscores/200105100CHH.html
Scott Williams,23:00,6,10,.600,0,0,,1,2,.500,3,7,10,2,1,1,0,5,13,,away,/boxscores/200105100CHH.html
Darvin Ham,17:00,2,5,.400,0,0,,2,3,.667,1,1,2,0,0,1,0,4,6,,away,/boxscores/200105100CHH.html
Tim Thomas,27:00,4,10,.400,2,4,.500,2,4,.500,1,1,2,1,1,0,0,2,12,,away,/boxscores/200105100CHH.html
Ervin Johnson,22:00,1,2,.500,0,0,,0,0,,0,9,9,1,0,0,0,5,2,,away,/boxscores/200105100CHH.html
Lindsey Hunter,17:00,2,7,.286,0,3,.000,0,0,,0,0,0,2,2,0,3,0,4,,away,/boxscores/200105100CHH.html
Jason Caffey,15:00,0,2,.000,0,0,,0,0,,1,0,1,0,0,1,0,2,0,,away,/boxscores/200105100CHH.html
Team Totals,240,37,89,.416,9,22,.409,9,13,.692,8,27,35,27,7,4,7,26,92,,away,/boxscores/200105100CHH.html
David Wesley,44:00,5,13,.385,1,3,.333,5,6,.833,1,4,5,6,0,0,3,3,16,,home,/boxscores/200105100CHH.html
Jamal Mashburn,43:00,15,23,.652,3,5,.600,3,4,.750,1,4,5,6,0,1,4,1,36,,home,/boxscores/200105100CHH.html
P.J. Brown,40:00,2,8,.250,0,0,,3,3,1.000,6,10,16,2,0,1,1,4,7,,home,/boxscores/200105100CHH.html
Baron Davis,38:00,3,12,.250,0,4,.000,4,8,.500,1,7,8,6,1,0,0,3,10,,home,/boxscores/200105100CHH.html
Elden Campbell,30:00,7,12,.583,0,0,,3,8,.375,3,5,8,1,1,2,2,2,17,,home,/boxscores/200105100CHH.html
Eddie Robinson,20:00,2,6,.333,0,1,.000,0,0,,0,2,2,2,0,0,0,0,4,,home,/boxscores/200105100CHH.html
Jamaal Magloire,17:00,3,4,.750,0,0,,2,5,.400,2,6,8,1,0,1,2,3,8,,home,/boxscores/200105100CHH.html
Otis Thorpe,8:00,2,3,.667,0,0,,0,0,,3,2,5,0,0,0,0,3,4,,home,/boxscores/200105100CHH.html
Team Totals,240,39,81,.481,4,13,.308,20,34,.588,17,40,57,24,2,5,12,19,102,,home,/boxscores/200105100CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Ray Allen,43:00,7,17,.412,3,8,.375,2,2,1.000,2,4,6,10,1,1,6,2,19,,away,/boxscores/200105130CHH.html
Glenn Robinson,39:00,7,19,.368,2,4,.500,1,1,1.000,3,9,12,3,1,2,6,3,17,,away,/boxscores/200105130CHH.html
